channel_id,channel_link,channel_name,channel_type,country,country_rank,created_date,daily_subs_average,daily_views_average,estimated_monthly_income,people_rank,social_blade_rank,socialblade_url,subscriber_rank,subscribers,subscribers_last_30_days,uploads,video_view_rank,views,views_last_30_days,yearly_income,
@ronnyteles,https://youtube.com/@ronnyteles,Ronny Teles,news,BR,684th,"Apr 15th, 2019",334,"5,461,759",$41K - $655.4K,470th,"1,572nd",https://socialblade.com/youtube/channel/UCkdUyoqq2em5zlZUED49bPA,"1,271st",1M,10K,2812,"72,688th",240194106,163.853M,$491.6K - $7.9M,
@cbmidia,https://youtube.com/@cbmidia,CB MIDIA,film,BR,562nd,"Jul 9th, 2019",+11K,"8,907,648",$66.8K - $1.1M,507th,"1,041st",https://socialblade.com/youtube/channel/UC8Bl_sP2qE4c5F9mg1pNWBw,"1,139th",2.32M,330K,1332,"10,598th",1450375625,267.229M,$801.7K - $12.8M,
@mundobita,https://youtube.com/@mundobita,Mundo Bita,music,BR,60th,"Sep 29th, 2011",+3.33K,"6,036,360",$45.3K - $724.4K,153rd,"1,581st",https://socialblade.com/youtube/channel/UC0cGVh96osM7yqMu0ENSKKQ,320th,13.3M,100K,306,200th,18227478161,181.091M,$543.3K - $8.7M,
@panzlombardu,https://youtube.com/@panzlombardu,Pan z Lombardu,N/A,PL,598th,"Sep 5th, 2020",567,"527,125",€3.6K - €57.6K,--,"34,603rd",https://socialblade.com/youtube/channel/UCNLkwD0yYr7C6-5by4tdpFQ,"2,068th",262K,17K,505,"151,701st",110000391,15.814M,€43.2K - €690.7K,
@ajthepolishamerican,https://youtube.com/@ajthepolishamerican,ajthepolishamerican,people,PL,118th,"Nov 3rd, 2016",+2.76K,"609,267",€4.2K - €66.5K,853rd,"33,715th",https://socialblade.com/youtube/channel/UCFh1OK9za2KBEfi8sOv9fnQ,"1,266th",1.06M,83K,709,"42,018th",415412692,18.278M,€49.9K - €798.4K,
@sthefannyoliveiratv,https://youtube.com/@sthefannyoliveiratv,Sthefanny Oliveira,N/A,BR,614th,"Oct 16th, 2023",+10.6K,"5,943,781",$44.6K - $713.3K,--,"1,657th",https://socialblade.com/youtube/channel/UCkhynDQn0xzKe2zhIRvUNXQ,"1,194th",1.76M,320K,269,"22,405th",778151598,178.313M,$534.9K - $8.6M,
@bispobrunoleonardo,https://youtube.com/@bispobrunoleonardo,Bispo Bruno Leonardo,nonprofit,BR,17th,"Apr 10th, 2016",+13.3K,"6,002,501",$45K - $720.3K,2nd,"1,626th",https://socialblade.com/youtube/channel/UCVNouUw3d3l5JYVCxhAQXKA,235th,21.9M,400K,6154,"1,673rd",5376324536,180.075M,$540.2K - $8.6M,
@aninhaszk,https://youtube.com/@aninhaszk,Aninha zk,N/A,BR,744th,"Aug 8th, 2017",+19.5K,"5,174,689",$38.8K - $621K,--,"1,633rd",https://socialblade.com/youtube/channel/UCGRbsIDO4koh-gencP_eCYg,"1,333rd",967K,585K,275,"74,065th",242923051,155.241M,$465.7K - $7.5M,
@minivevo,https://youtube.com/@minivevo,MINIVEVO,music,PL,82nd,"Nov 21st, 2010",334,"722,200",€4.9K - €78.9K,864th,"27,531st",https://socialblade.com/youtube/channel/UCnjIhzS3ZY-Jhs0aGRA2pmg,"1,222nd",1.44M,10K,165,"5,282nd",2390980565,21.666M,€59.1K - €946.4K,
@oficialalailton,https://youtube.com/@oficialalailton,ALAILTON SILVA,N/A,BR,"1,236th","Jul 22nd, 2014",+15K,"5,890,016",$44.2K - $706.8K,--,"1,681st",https://socialblade.com/youtube/channel/UCyHOqDatJlZNKTfWwdlVTXg,"1,860th",451K,451K,742,"98,378th",176700461,176.7M,$530.1K - $8.5M,
@henriqueejuliano,https://youtube.com/@henriqueejuliano,Henrique e Juliano,music,BR,38th,"Jun 27th, 2009",+3.33K,"11,305,004",$84.8K - $1.4M,128th,"1,761st",https://socialblade.com/youtube/channel/UCfLTxnQboSLcoSakgONmukQ,293rd,16M,100K,350,248th,16656153824,339.15M,$1M - $16.3M,
@mundinho_da_sophya,https://youtube.com/@mundinho_da_sophya,Mundinho da Sophya,N/A,BR,507th,"May 5th, 2023",+9.33K,"6,564,581",$49.2K - $787.7K,--,"1,465th",https://socialblade.com/youtube/channel/UCQvxGF4mURVcWcpzDDb8n4g,"1,083rd",2.79M,280K,321,"6,179th",2133383399,196.937M,$590.8K - $9.5M,
@modelkiontop,https://youtube.com/@modelkiontop,MODELKI,N/A,PL,"1,049th","Jun 29th, 2023",+1.17K,"771,781",€5.3K - €84.3K,--,"24,131st",https://socialblade.com/youtube/channel/UCOybcuUsIG4ow2xNyFZlVbw,"2,833rd",72.9K,35.3K,298,"387,202nd",38280900,23.153M,€63.2K - €1M,
@vmzoficial,https://youtube.com/@vmzoficial,VMZ,music,BR,594th,"Jun 1st, 2014",+6.66K,"5,222,914",$39.2K - $626.7K,818th,"2,001st",https://socialblade.com/youtube/channel/UCgnKIwH7COU1ellkhepcvEg,"1,174th",1.9M,200K,110,"39,608th",436244867,156.687M,$470.1K - $7.5M,
@viviannemiranda,https://youtube.com/@viviannemiranda,Vivianne Miranda,entertainment,BR,294th,"Nov 11th, 2014",+6.33K,"5,520,082",$41.4K - $662.4K,643rd,"1,494th",https://socialblade.com/youtube/channel/UCpRoGL1hUM5rhPuJn9Rt4cg,839th,5.18M,190K,2361,"6,371st",2080168074,165.602M,$496.8K - $7.9M,
@gusttavolimaoficial,https://youtube.com/@gusttavolimaoficial,Gusttavo Lima Oficial,music,BR,21st,"Nov 9th, 2010",--,"5,216,605",$39.1K - $626K,98th,"2,012th",https://socialblade.com/youtube/channel/UCXooz9whNJZBRTHi9AqdjPw,246th,20.7M,--,563,279th,15796974569,156.498M,$469.5K - $7.5M,
@rafaeluizoficial,https://youtube.com/@rafaeluizoficial,Rafa & Luiz,entertainment,BR,14th,"Aug 26th, 2015",+20K,"5,436,109",$40.8K - $652.3K,89th,"1,678th",https://socialblade.com/youtube/channel/UC6paX0kLA8D81aYogceMufw,195th,26.2M,600K,3490,684th,9359522670,163.083M,$489.2K - $7.8M,
@fitshortie,https://youtube.com/@fitshortie,Fitshortie,travel,PL,95th,"Oct 12th, 2014",+2K,"700,915",€4.8K - €76.5K,147th,"27,456th",https://socialblade.com/youtube/channel/UC7vTq7aY0zIbr8a2Fa0a_Zw,"1,239th",1.29M,60K,523,"28,589th",592376989,21.027M,€57.4K - €918.5K,
@talesbento,https://youtube.com/@talesbento,Tales Bento,comedy,BR,56th,"Mar 27th, 2020",+23.3K,"5,440,844",$40.8K - $652.9K,56th,"1,869th",https://socialblade.com/youtube/channel/UCf_A3IYXSO1f_S6qQk9vWzA,316th,13.8M,700K,63,"3,326th",3358912283,163.225M,$489.7K - $7.8M,
@draconbr,https://youtube.com/@draconbr,Dracon,tech,BR,475th,"Apr 29th, 2016",-330,"5,148,561",$38.6K - $617.8K,169th,"2,042nd",https://socialblade.com/youtube/channel/UCF0aIVXf0LHkHwN5wM8fflQ,"1,050th",3.09M,-10K,462,"12,873rd",1184755552,154.457M,$463.4K - $7.4M,
@crp___,https://youtube.com/@crp___,CRP,N/A,PL,818th,"Nov 15th, 2016",+1.1K,"653,171",€4.5K - €71.3K,--,"22,413th",https://socialblade.com/youtube/channel/UCFc4Sx9DnsewOgwYm9H1uZQ,"2,470th",98.6K,33K,205,"257,701st",63313803,19.595M,€53.5K - €855.9K,
@pinkfong_portuguese,https://youtube.com/@pinkfong_portuguese,"Pinkfong, Bebê Tubarão! Canções para Cri…",education,BR,313th,"Apr 2nd, 2019",+10.3K,"5,530,609",$41.5K - $663.7K,270th,"1,684th",https://socialblade.com/youtube/channel/UCVSfuiPlQKVGAYrMp4ToHtg,862nd,5M,310K,1437,"5,540th",2335382274,165.918M,$497.8K - $8M,
@aliceejuju,https://youtube.com/@aliceejuju,Alice e Juju,N/A,BR,496th,"Dec 3rd, 2021",+13K,"5,408,881",$40.6K - $649.1K,--,"2,028th",https://socialblade.com/youtube/channel/UCpIBq0WxmTeGkO37YZGToHw,"1,072nd",2.92M,390K,3310,"24,348th",705086973,162.266M,$486.8K - $7.8M,
@omateuserd,https://youtube.com/@omateuserd,Mateus Erd,people,BR,122nd,"May 27th, 2012",+7K,"4,522,557",$33.9K - $542.7K,201st,"2,458th",https://socialblade.com/youtube/channel/UCQkUnTI-Zk44kw9q4cfPzwg,501st,8.55M,210K,717,"2,222nd",4433936584,135.677M,$407K - $6.5M,
@mikhazen,https://youtube.com/@mikhazen,Mikha Zen,N/A,PL,33rd,"Aug 24th, 2016",+3.33K,"707,488",€4.8K - €77.3K,--,"23,847th",https://socialblade.com/youtube/channel/UCsfJB7GM0dDIWhwKo-IR1xQ,"1,137th",2.25M,100K,463,"34,514th",498398749,21.225M,€57.9K - €927.1K,
@polaremportugues,https://youtube.com/@polaremportugues,Polar em português,N/A,BR,836th,"Nov 23rd, 2023",+16.3K,"7,746,043",$58.1K - $929.5K,--,"1,139th",https://socialblade.com/youtube/channel/UCnSD0GCqzALjdBtj1AYJ0Rw,"1,436th",910K,489K,784,"54,422nd",356285651,232.381M,$697.1K - $11.2M,
@gabriell_dennis,https://youtube.com/@gabriell_dennis,Gabriel Denis,N/A,BR,567th,"Apr 28th, 2021",+10K,"5,282,233",$39.6K - $633.9K,--,"1,939th",https://socialblade.com/youtube/channel/UCtIEp2kzBVLRvtESGrvbOJg,"1,144th",2.21M,300K,2349,"22,613th",745809809,158.467M,$475.4K - $7.6M,
@musicas-infantis,https://youtube.com/@musicas-infantis,Músicas Infantis LooLoo Divertidas,N/A,BR,685th,"Sep 9th, 2022",+6.86K,"4,530,673",$34K - $543.7K,--,"2,402nd",https://socialblade.com/youtube/channel/UCMqCRh1h6MVCOjd7671x4UA,"1,272nd",1.05M,206K,1334,"18,763rd",902987260,135.92M,$407.8K - $6.5M,
@tvntalentshow,https://youtube.com/@tvntalentshow,TVN Talent Show,entertainment,PL,98th,"May 10th, 2016",667,"508,743",€3.5K - €55.6K,"1,034th","30,729th",https://socialblade.com/youtube/channel/UCWJNF5h3No52WmZuspDrG8A,"1,243rd",1.26M,20K,2337,"11,798th",1272943671,15.262M,€41.7K - €666.7K,
@jazzghost,https://youtube.com/@jazzghost,Jazzghost,games,BR,37th,"Aug 30th, 2012",+10K,"4,715,009",$35.4K - $565.8K,50th,"2,480th",https://socialblade.com/youtube/channel/UCIXguhHCl8eDTkXpEuiGPUA,292nd,16.2M,300K,5776,"1,104th",6987313502,141.45M,$424.4K - $6.8M,
@mcdivertida,https://youtube.com/@mcdivertida,MC Divertida,entertainment,BR,47th,"Jan 17th, 2018",+6.66K,"4,179,896",$31.3K - $501.6K,182nd,"2,743rd",https://socialblade.com/youtube/channel/UCllJguE1AIxYBmZJ8NUWiHg,305th,14.8M,200K,515,"1,314th",6279851398,125.397M,$376.2K - $6M,
@joonportuguese,https://youtube.com/@joonportuguese,JOON Portuguese,N/A,BR,"1,469th","Nov 30th, 2023",+2.2K,"2,467,624",$18.5K - $296.1K,--,"2,092nd",https://socialblade.com/youtube/channel/UCyWFcyEAfbMGbml9GC6-pww,"2,121st",224K,66K,740,"111,325th",161356227,74.029M,$222.1K - $3.6M,
@ryan_samuel8,https://youtube.com/@ryan_samuel8,Ryan Samuel,N/A,BR,332nd,"Apr 8th, 2019",+3K,"3,811,926",$28.6K - $457.4K,--,"2,880th",https://socialblade.com/youtube/channel/UCLCUkkpD5vHJsa_PlUzq2Gw,886th,4.72M,90K,1379,"4,552nd",2654153329,114.358M,$343.1K - $5.5M,
@nicoleweclawiak,https://youtube.com/@nicoleweclawiak,Nicole Węcławiak,N/A,PL,324th,"Dec 18th, 2022",934,"1,050,572",€7.2K - €114.7K,--,"17,753rd",https://socialblade.com/youtube/channel/UCMltTDEK3tE3NyeFIOB4oJg,"1,733rd",567K,28K,405,"41,805th",419366443,31.517M,€86K - €1.4M,
@anninha,https://youtube.com/@anninha,Anninha,entertainment,BR,44th,"Jan 3rd, 2021",+13.3K,"4,681,006",$35.1K - $561.7K,178th,"2,395th",https://socialblade.com/youtube/channel/UC7-xgj9qGUt4qL_2zcR7Clg,301st,15.3M,400K,1266,"3,739th",3085185674,140.43M,$421.3K - $6.7M,
@figuritalo,https://youtube.com/@figuritalo,Figuritalo,N/A,BR,157th,"Sep 15th, 2014",+18.3K,"4,898,946",$36.7K - $587.9K,--,"2,140th",https://socialblade.com/youtube/channel/UCGCY404WRgRt8Ai4hlzYatw,595th,7.6M,550K,649,"8,438th",1666878054,146.968M,$440.9K - $7.1M,
@cocomelonbr,https://youtube.com/@cocomelonbr,CoComelon em Português - Músicas Infantis,education,BR,475th,"Oct 9th, 2020",+1.33K,"4,247,951",$31.9K - $509.8K,427th,"2,442nd",https://socialblade.com/youtube/channel/UC7G8k15G_FOFQ0hlyj_R7_w,"1,050th",3.1M,40K,689,"5,633rd",2282098676,127.439M,$382.3K - $6.1M,
@fehdubs,https://youtube.com/@fehdubs,Feh,games,BR,474th,"Oct 12th, 2015",+6K,"4,457,407",$33.4K - $534.9K,543rd,"2,413th",https://socialblade.com/youtube/channel/UCLfvw6eeaCy8gHve1BNlt_g,"1,049th",3.14M,180K,687,"7,467th",1843448254,133.722M,$401.2K - $6.4M,
@comediasertao,https://youtube.com/@comediasertao,COMÉDIA SERTÃO,comedy,BR,"1,196th","Nov 25th, 2013",34,"4,450,697",$33.4K - $534.1K,"1,098th","2,584th",https://socialblade.com/youtube/channel/UC9aTTJ9WtCmTxg8np8gTL1A,"1,819th",485K,1K,175,"114,053rd",148352890,133.521M,$400.6K - $6.4M,
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://socialblade.com/youtube/search/search?query=ZZxeefMU21mIuUtfALpiow&error=not-found,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
@o-bom-jesus,https://youtube.com/@o-bom-jesus,O Bom Jesus,N/A,BR,237th,"Jul 27th, 2023",+29K,"4,534,337",$34K - $544.1K,--,"1,938th",https://socialblade.com/youtube/channel/UCjTX8Hg3ql51nHP1wbNTvAg,753rd,6.11M,870K,397,"47,309th",383853121,136.03M,$408.1K - $6.5M,
@volodymyrzolkin,https://youtube.com/@volodymyrzolkin,Volodymyr Zolkin,news,PL,41st,"Jan 18th, 2019",334,"726,881",€5K - €79.4K,362nd,"24,490th",https://socialblade.com/youtube/channel/UC8juxfcRfSm9Af90S4mZE1Q,"1,152nd",2.1M,10K,1393,"14,034th",1101062812,21.806M,€59.5K - €952.5K,
@mctammyadivadafavela,https://youtube.com/@mctammyadivadafavela,Mc Tammy,N/A,BR,561st,"Aug 19th, 2021",+7.66K,"3,651,515",$27.4K - $438.2K,--,"2,927th",https://socialblade.com/youtube/channel/UCUau7KhmBjwaJ_h0sM8taEw,"1,138th",2.24M,230K,547,"18,926th",865373115,109.545M,$328.6K - $5.3M,
@zncoficial,https://youtube.com/@zncoficial,Zé Neto e Cristiano,music,BR,41st,"Apr 3rd, 2012",+3.33K,"4,361,616",$32.7K - $523.4K,133rd,"2,704th",https://socialblade.com/youtube/channel/UCRRu9OXVYd5clj2Bs29gUVQ,298th,15.5M,100K,439,395th,13058684223,130.848M,$392.5K - $6.3M,
@elcanaldeplimplim,https://youtube.com/@elcanaldeplimplim,El Payaso Plim Plim,music,AR,10th,"Oct 18th, 2013",+16.6K,"23,073,168",$173K - $2.8M,93rd,118th,https://socialblade.com/youtube/channel/UCYQo8CdhXD22qfwUBUw591Q,238th,21.6M,500K,1614,128th,23114052985,692.195M,$2.1M - $33.2M,
@spiderbritto,https://youtube.com/@spiderbritto,Spiderbritto,entertainment,BR,59th,"Aug 5th, 2019",+10K,"4,365,423",$32.7K - $523.9K,196th,"2,616th",https://socialblade.com/youtube/channel/UC123wrCXhQ9-SoW-JCf9DqQ,319th,13.5M,300K,1082,"1,403rd",6013040514,130.963M,$392.9K - $6.3M,
N/A,,Peppa Pig Brasil,games,BR,734th,"Feb 9th, 2016",+7.96K,"4,267,155",$32K - $512.1K,807th,"2,789th",https://socialblade.com/youtube/channel/UCsCUhweFewgODub0N6EPKsg,"1,322nd",949K,239K,1750,"37,756th",456547445,128.015M,$384K - $6.1M,
@alejoigoa,https://youtube.com/@alejoigoa,Alejo Igoa,entertainment,AR,4th,"Jan 17th, 2014",+86.6K,"23,356,642",$175.2K - $2.8M,40th,102nd,https://socialblade.com/youtube/channel/UCZs0WwC0Dn_noiQE2BHSTKg,102nd,38.9M,2.6M,1067,249th,16551165214,700.699M,$2.1M - $33.6M,
@redbull,https://youtube.com/@redbull,Red Bull,sports,AT,1st,"Sep 23rd, 2006",+26.6K,"30,643,948",$229.8K - $3.7M,13th,63rd,https://socialblade.com/youtube/channel/UCblfuW_4rakIf2h6aqANefA,292nd,16.2M,800K,6200,890th,8047973714,919.318M,$2.8M - $44.1M,
@meeto_shamsi,https://youtube.com/@meeto_shamsi,ميتو الشامسي,people,SA,190th,"May 14th, 2016",+1.66K,"1,477,933",€10.1K - €161.4K,732nd,"9,570th",https://socialblade.com/youtube/channel/UCMdoFW93Xg6yG6PT-mnM6aA,"1,139th",2.23M,50K,349,"23,101st",718987528,44.338M,€121K - €1.9M,
@universo.explicado,https://youtube.com/@universo.explicado,Universo Explicado,games,BR,732nd,"Feb 16th, 2021",+4.56K,"4,539,788",$34K - $544.8K,805th,"2,661st",https://socialblade.com/youtube/channel/UCswtndOd5N95SawozqydFKw,"1,320th",966K,137K,187,"27,002nd",638244016,136.194M,$408.6K - $6.5M,
@elreinoinfantil,https://youtube.com/@elreinoinfantil,El Reino Infantil,music,AR,1st,"Jun 2nd, 2011",+13.3K,"20,357,600",$152.7K - $2.4M,11th,140th,https://socialblade.com/youtube/channel/UCK1i2UviaXLUNrZlAFpw_jA,30th,64.1M,400K,1460,15th,60074204499,610.728M,$1.8M - $29.3M,
@hydrodipping_,https://youtube.com/@hydrodipping_,HTF-Wassertransferdruck,N/A,AT,8th,"Jan 23rd, 2014",+12.3K,"11,520,034",$86.4K - $1.4M,--,594th,https://socialblade.com/youtube/channel/UCbUjrujzJtwcOjDhy0vh4uw,"1,022nd",3.43M,370K,930,"2,964th",3658381002,345.601M,$1M - $16.6M,
@valentinapontesofc,https://youtube.com/@valentinapontesofc,Valentina Pontes ofc,entertainment,BR,16th,"Apr 14th, 2014",+6.66K,"4,588,363",$34.4K - $550.6K,101st,"2,481st",https://socialblade.com/youtube/channel/UC0ebPa2q1rwZVN7dYemunUQ,212th,24.3M,200K,1710,799th,8586506987,137.651M,$413K - $6.6M,
@lagranjadezenon,https://youtube.com/@lagranjadezenon,La Granja de Zenón,music,AR,3rd,"Jun 6th, 2013",+10K,"12,129,656",$91K - $1.5M,31st,439th,https://socialblade.com/youtube/channel/UCwpcLKMwiuPg4aqImpGk6Ew,97th,39.7M,300K,729,55th,30947393468,363.89M,$1.1M - $17.5M,
@hamidsahari-football1,https://youtube.com/@hamidsahari-football1,hamid sahari,N/A,AT,37th,"Sep 23rd, 2023",+8.66K,"5,446,324",$40.8K - $653.6K,--,"1,871st",https://socialblade.com/youtube/channel/UC3Ad7MMhJ1NHAkYbtgbVJ1Q,"1,237th",1.35M,260K,191,"23,611th",722839782,163.39M,$490.2K - $7.8M,
@rubentuestaoficial,https://youtube.com/@rubentuestaoficial,Rubén Tuesta oficial,comedy,AR,9th,"Aug 2nd, 2016",+16.6K,"12,271,435",$92K - $1.5M,26th,418th,https://socialblade.com/youtube/channel/UC8id8PPmTd6aqfpUnQzUaxw,232nd,22.1M,500K,1159,364th,13663255724,368.143M,$1.1M - $17.7M,
@lovefunkprodutora,https://youtube.com/@lovefunkprodutora,Love Funk,music,BR,72nd,"Sep 21st, 2008",+3.33K,"3,786,172",$28.4K - $454.3K,168th,"3,208th",https://socialblade.com/youtube/channel/UC9OMsuaqvGdF0MtK3gYYNkA,336th,11.7M,100K,2140,"1,137th",6838625530,113.585M,$340.8K - $5.5M,
@paulawolfshorts,https://youtube.com/@paulawolfshorts,Paula Wolf Shorts Official,entertainment,AT,10th,"Oct 11th, 2021",+1.33K,"2,758,405",$20.7K - $331K,892nd,"4,228th",https://socialblade.com/youtube/channel/UC1w25Dr5mYY-EKse9Tel-dQ,"1,093rd",2.68M,40K,1618,"4,256th",2782169554,82.752M,$248.3K - $4M,
@matispano_,https://youtube.com/@matispano_,Mati Spano,music,AR,18th,"Apr 4th, 2020",+13.3K,"10,175,022",$76.3K - $1.2M,160th,577th,https://socialblade.com/youtube/channel/UCG8_xGH-BgiAgKpQCYvxnMw,327th,12.6M,400K,1531,"1,239th",6542318920,305.251M,$915.8K - $14.7M,
@joaoppedru,https://youtube.com/@joaoppedru,Joaoppedru,N/A,BR,423rd,"Nov 10th, 2015",+12K,"3,592,994",$26.9K - $431.2K,--,"3,510th",https://socialblade.com/youtube/channel/UC3gjep-tNjDGa-7_VzlOtMg,997th,3.67M,360K,757,"10,288th",1430399426,107.79M,$323.4K - $5.2M,
@mbc1,https://youtube.com/@mbc1,MBC1,entertainment,SA,16th,"Feb 8th, 2015",+3.33K,"2,993,495",€20.4K - €326.9K,272nd,"4,966th",https://socialblade.com/youtube/channel/UCPvObfhnwu_QNi6mc4z5UPQ,421st,9.33M,100K,57609,"1,000th",7393508743,89.805M,€245.2K - €3.9M,
@gk8vlogs,https://youtube.com/@gk8vlogs,GK8 VLOGS,entertainment,AT,5th,"Oct 22nd, 2018",+7.66K,"3,985,344",$29.9K - $478.2K,648th,"3,042nd",https://socialblade.com/youtube/channel/UCW8KYdg-UfsRqJuGHartCew,844th,5.15M,230K,159,"6,434th",2067704335,119.56M,$358.7K - $5.7M,
@natupuboldi,https://youtube.com/@natupuboldi,Natupuboldi,people,AR,16th,"Jul 29th, 2016",+13.3K,"8,775,364",$65.8K - $1.1M,92nd,736th,https://socialblade.com/youtube/channel/UC9Bjwt2uBUkspqGHF4MQatw,316th,13.7M,400K,778,"1,856th",5025396807,263.261M,$789.8K - $12.6M,
@canaldamaju4,https://youtube.com/@canaldamaju4,Canal da Majú,N/A,BR,656th,"Jan 29th, 2022",+5K,"4,339,195",$32.5K - $520.7K,--,"2,525th",https://socialblade.com/youtube/channel/UC4j5iT_H6kbDkh09rykCN1A,"1,241st",1.29M,150K,1323,"15,452nd",1025292201,130.176M,$390.5K - $6.2M,
@banderitax,https://youtube.com/@banderitax,BanderitaX,games,SA,7th,"Aug 20th, 2013",+13.3K,"3,254,187",€22.2K - €355.4K,52nd,"4,328th",https://socialblade.com/youtube/channel/UCxEGVXh6fi-XYo58NZrbIHQ,295th,15.8M,400K,1789,"1,943rd",4871239720,97.626M,€266.5K - €4.3M,
@tocatoast,https://youtube.com/@tocatoast,TocaToast,film,AT,16th,"Apr 28th, 2022",+1.33K,"1,711,221",$12.8K - $205.3K,517th,"8,596th",https://socialblade.com/youtube/channel/UCg4nYWfiUi2tguoUPyb9zmA,"1,150th",2.13M,40K,6201,"6,074th",2150675725,51.337M,$154K - $2.5M,
@talintubefamily,https://youtube.com/@talintubefamily,Talin tube family - عائلة تالين ت…,entertainment,AT,4th,"Mar 21st, 2019",+4.33K,"2,137,735",$16K - $256.5K,552nd,"7,455th",https://socialblade.com/youtube/channel/UC7P48PVdffKY8ym4_QbcArg,742nd,6.12M,130K,827,"5,736th",2242619454,64.132M,$192.4K - $3.1M,
@historiascuriosas1,https://youtube.com/@historiascuriosas1,Historias Curiosas,N/A,AR,109th,"Apr 27th, 2023",+28.6K,"10,701,418",$80.3K - $1.3M,--,712th,https://socialblade.com/youtube/channel/UC3YyphqHJoiMPT5h9aXMNUA,"1,080th",2.9M,860K,254,"18,610th",942420460,321.043M,$963.1K - $15.4M,
@thenoite,https://youtube.com/@thenoite,The Noite com Danilo Gentili,comedy,BR,67th,"Jan 22nd, 2014",+3.33K,"3,166,874",$23.8K - $380K,64th,"3,949th",https://socialblade.com/youtube/channel/UCEWOoncsrmirqnFqxer9lmA,329th,12.4M,100K,14232,"1,822nd",5073229776,95.006M,$285K - $4.6M,
@hbnicozockt,https://youtube.com/@hbnicozockt,HB Nico Zockt,N/A,AT,133rd,"May 31st, 2020",+1.33K,"1,737,969",$13K - $208.6K,--,"8,727th",https://socialblade.com/youtube/channel/UCkutvtSIVDEh4vj938D6PnQ,"1,895th",415K,40K,1203,"36,429th",477370102,52.139M,$156.4K - $2.5M,
@bolzanpaula,https://youtube.com/@bolzanpaula,Pau Bolzan,entertainment,AR,60th,"Feb 2nd, 2017",+10.6K,"7,427,718",$55.7K - $891.3K,705th,"1,064th",https://socialblade.com/youtube/channel/UCWhjj5edTtikTDkjweU5vrQ,902nd,4.58M,320K,501,"4,910th",2534036010,222.832M,$668.5K - $10.7M,
@mkmusic,https://youtube.com/@mkmusic,MK MUSIC,music,BR,34th,"Jan 18th, 2010",--,"4,199,327",$31.5K - $503.9K,121st,"2,985th",https://socialblade.com/youtube/channel/UCbVwJCxsVbmaP1PFmbGQDeQ,284th,16.9M,--,5900,557th,10658078907,125.98M,$377.9K - $6M,
@disneyla,https://youtube.com/@disneyla,Disney Latinoamérica,entertainment,AR,6th,"Dec 12th, 2007",+10K,"6,215,530",$46.6K - $745.9K,105th,"1,500th",https://socialblade.com/youtube/channel/UCq3zaHCaZtb3TtNwwz0PK2w,216th,23.8M,300K,8279,142nd,22126552176,186.466M,$559.4K - $9M,
@austrianknifeguy,https://youtube.com/@austrianknifeguy,Austrian Knife Guy,N/A,AT,112th,"Aug 21st, 2023",+1.6K,"1,556,079",$11.7K - $186.7K,--,"10,276th",https://socialblade.com/youtube/channel/UCM-OUiiSxPOELCMQhiMWujg,"1,817th",494K,48K,92,"40,649th",432569394,46.682M,$140K - $2.2M,
@pastoraselmamendes,https://youtube.com/@pastoraselmamendes,Pastora Selma Mendes,people,BR,501st,"Jun 28th, 2021",+5.66K,"3,538,152",$26.5K - $424.6K,671st,"3,440th",https://socialblade.com/youtube/channel/UCMTvpd6R3Qs6Eo75JUd6yvg,"1,077th",2.84M,170K,3324,"24,679th",688016195,106.145M,$318.4K - $5.1M,
@mwm7,https://youtube.com/@mwm7,ابو الجوج,N/A,SA,262nd,"Oct 21st, 2023",+7K,"3,327,109",€22.7K - €363.3K,--,"4,005th",https://socialblade.com/youtube/channel/UCkiQ9RQZN9S6gshaLxeYwWQ,"1,228th",1.4M,210K,109,"32,261st",537923779,99.813M,€272.5K - €4.4M,
@pedromaiaoficial,https://youtube.com/@pedromaiaoficial,PEDRO MAIA,entertainment,BR,604th,"Jan 28th, 2016",--,"2,351,799",$17.6K - $282.2K,980th,"5,960th",https://socialblade.com/youtube/channel/UCokZNCNy78DNA94OQfjaMRg,"1,184th",1.8M,--,575,"51,441st",352494579,70.554M,$211.7K - $3.4M,
@bizarrap,https://youtube.com/@bizarrap,Bizarrap,entertainment,AR,9th,"Jan 15th, 2017",+3.33K,"3,070,370",$23K - $368.4K,117th,"4,568th",https://socialblade.com/youtube/channel/UCmS75G-98QihSusY7NfCZtw,232nd,22.2M,100K,89,710th,9146224994,92.111M,$276.3K - $4.4M,
@annastrigl,https://youtube.com/@annastrigl,Anna Strigl,entertainment,AT,46th,"Jul 24th, 2019",+1.66K,"2,191,231",$16.4K - $262.9K,"1,049th","10,215th",https://socialblade.com/youtube/channel/UCjnj320HjQex4EXsPbrNntg,"1,259th",1.12M,50K,487,"11,652nd",1292263992,65.737M,$197.2K - $3.2M,
@tocatoastdarius,https://youtube.com/@tocatoastdarius,TocaToast Darius,film,AT,229th,"Jul 22nd, 2023",+2.53K,"1,661,408",$12.5K - $199.4K,"1,419th","10,914th",https://socialblade.com/youtube/channel/UCTZQX2zuwCECTl35CIt4QIw,"2,143rd",219K,76K,1477,"165,380th",106465080,49.842M,$149.5K - $2.4M,
